wavelength,absorbance,bonds
1435.035728,0.000241,"C-H, -SO2-O-"
1436.964539,0.000274,"C-H, -SO2-O-"
1438.893351,0.000322,"C-H, -SO2-O-"
1440.822162,0.000373,"C-H, -SO2-O-"
1442.750974,0.00042,"C-H, -SO2-O-"
1444.679785,0.000453,"C-H, -SO2-O-"
1446.608597,0.000501,"C-H, -SO2-O-"
1448.537408,0.000577,"C-H, -SO2-O-"
1450.46622,0.000631,aromatic
1452.395031,0.000647,aromatic
1454.323843,0.000639,aromatic
1456.252654,0.000655,aromatic
1458.181466,0.000753,aromatic
1460.110277,0.000882,aromatic
1462.039089,0.000983,aromatic
1463.9679,0.001049,aromatic
1465.896711,0.001073,aromatic
1467.825523,0.001074,aromatic
1469.754334,0.001081,aromatic
1471.683146,0.001122,aromatic
1473.611957,0.00126,aromatic
1475.540769,0.001546,aromatic
1477.46958,0.001972,aromatic
1479.398392,0.002627,aromatic
1481.327203,0.003703,aromatic
1483.256015,0.005359,aromatic
1485.184826,0.007532,aromatic
1487.113638,0.009295,aromatic
1489.042449,0.009343,aromatic
1490.97126,0.007661,aromatic
1492.900072,0.005483,aromatic
1494.828883,0.003896,aromatic
1496.757695,0.003315,aromatic
1498.686506,0.003623,aromatic
1500.615318,0.004439,aromatic
1502.544129,0.005208,aromatic
1504.472941,0.005358,aromatic
1506.401752,0.004769,aromatic
1508.330564,0.003768,aromatic
1510.259375,0.002745,aromatic
1512.188187,0.001905,aromatic
1514.116998,0.001285,aromatic
1516.045809,0.000838,aromatic
1517.974621,0.000553,aromatic
1519.903432,0.000367,aromatic
1521.832244,0.000229,aromatic
1523.761055,0.000179,aromatic
1525.689867,0.000181,aromatic
1527.618678,0.000159,aromatic
1529.54749,0.000136,aromatic
1531.476301,0.000115,aromatic
1533.405113,0.00008,aromatic
1535.333924,0.000066,aromatic
1537.262736,0.000029,aromatic
1539.191547,-0.000025,aromatic
1541.120358,-0.000018,aromatic
1543.04917,-0.000002,aromatic
1544.977981,0.000021,aromatic
1546.906793,0.000049,aromatic
1548.835604,0.000033,aromatic
1550.764416,0.000028,aromatic
1552.693227,0.00004,aromatic
1554.622039,0.000044,aromatic
1556.55085,0.000029,aromatic
1558.479662,0.000005,aromatic
1560.408473,0.000061,aromatic
1562.337285,0.000145,aromatic
1564.266096,0.000194,aromatic
1566.194907,0.00027,aromatic
1568.123719,0.000377,aromatic
